station_name,station_lat,station_lon,nearest_river,pub_name,pub_lat,pub_lon,distance_to_pub_m
Crossharbour,51.4959022,-0.0144418,River Thames,BrewDog,51.5046438,-0.0146973,972.73333764
Crossharbour,51.4959022,-0.0144418,River Thames,BrewDog,51.5046438,-0.0146973,972.73333764
Crossharbour,51.4959022,-0.0144418,River Thames,The Henry Addington,51.5043058,-0.0225667,1092.00694108
Custom House,51.5098025,0.0272279,Bow Creek,Custom House Pub,51.5100773,0.0264883,59.76009752
Custom House,51.5098025,0.0272279,Bow Creek,Custom House Pub,51.5100773,0.0264883,59.76009752
Custom House,51.5096341,0.0259614,Bow Creek,Custom House Pub,51.5100773,0.0264883,61.39667543
Custom House,51.5096341,0.0259614,Bow Creek,Custom House Pub,51.5100773,0.0264883,61.39667543
Custom House,51.5096341,0.0259614,Bow Creek,Fox @ Excel,51.5088147,0.0255735,95.05933433
Custom House,51.5096341,0.0259614,Bow Creek,Fox @ Excel,51.5088147,0.0255735,95.05933433
Custom House,51.5098025,0.0272279,Bow Creek,Fox @ Excel,51.5088147,0.0255735,158.96774035
Custom House,51.5098025,0.0272279,Bow Creek,Fox @ Excel,51.5088147,0.0255735,158.96774035
Custom House,51.5098025,0.0272279,Bow Creek,The Windjammer,51.4994426,0.031017,1182.26546151
Custom House,51.5096341,0.0259614,Bow Creek,The Windjammer,51.4994426,0.031017,1186.9778799
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Spanish Galleon,51.4816772,-0.0098856,60.41803489
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Spanish Galleon,51.4816772,-0.0098856,60.41803489
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Gipsy Moth,51.4822685,-0.0097961,89.66807541
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Gipsy Moth,51.4822685,-0.0097961,89.66807541
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Admiral Hardy,51.4819384,-0.0091343,114.79989328
Deptford,51.4789824,-0.0266353,River Ravensbourne,Badger Badger,51.4790338,-0.0262209,29.35183908
Deptford,51.4789824,-0.0266353,River Ravensbourne,Badger Badger,51.4790338,-0.0262209,29.35183908
Deptford,51.4789824,-0.0266353,River Ravensbourne,Jam Circus,51.4783704,-0.025882,85.877985
Deptford,51.4789824,-0.0266353,River Ravensbourne,Jam Circus,51.4783704,-0.025882,85.877985
Deptford,51.4789824,-0.0266353,River Ravensbourne,Salt Deptford,51.4780491,-0.0265975,103.86975587
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,Star And Garter,51.4749794,-0.0269866,331.78827555
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,Star And Garter,51.4749794,-0.0269866,331.78827555
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,Royal Standard,51.4736211,-0.0272475,342.63274724
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,Royal Standard,51.4736211,-0.0272475,342.63274724
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,The Brookmill Pub,51.4708059,-0.0218807,375.28484922
Devons Road,51.5222078,-0.0172729,Bow Creek,The Galvanisers Union,51.5233491,-0.0109754,455.15467345
Devons Road,51.5222078,-0.0172729,Bow Creek,The Galvanisers Union,51.5233491,-0.0109754,455.15467345
Devons Road,51.5222078,-0.0172729,Bow Creek,The Morgan Arms,51.5278869,-0.0309851,1142.31689767
Devons Road,51.5222078,-0.0172729,Bow Creek,The Morgan Arms,51.5278869,-0.0309851,1142.31689767
Devons Road,51.5222078,-0.0172729,Bow Creek,The Tommy Flowers,51.513588,-0.0053807,1265.36074845
Dollis Hill,51.5519333,-0.2390026,River Brent,Tony's,51.54892,-0.2415688,379.58031596
Dollis Hill,51.5519333,-0.2390026,River Brent,Tony's,51.54892,-0.2415688,379.58031596
Dollis Hill,51.5519333,-0.2390026,River Brent,Angie's III,51.5480318,-0.2235729,1154.94951459
Dollis Hill,51.5519333,-0.2390026,River Brent,Angie's III,51.5480318,-0.2235729,1154.94951459
Dollis Hill,51.5519333,-0.2390026,River Brent,Whelan's,51.5667671,-0.233309,1696.96982259
Earl's Court,51.4916123,-0.193903,Chelsea Creek,The Bolton,51.4895785,-0.1904313,330.66995122
Earl's Court,51.4916123,-0.193903,Chelsea Creek,The Bolton,51.4895785,-0.1904313,330.66995122
Earl's Court,51.4916123,-0.193903,Chelsea Creek,The Pembroke,51.4889152,-0.1914946,343.54784888
Earl's Court,51.4916123,-0.193903,Chelsea Creek,The Pembroke,51.4889152,-0.1914946,343.54784888
Earl's Court,51.4916123,-0.193903,Chelsea Creek,The Atlas,51.4861841,-0.1962858,626.19569185
Earlsfield,51.4424033,-0.1876937,River Wandle,The Earlsfield,51.4423773,-0.1880911,27.7814457
Earlsfield,51.4424033,-0.1876937,River Wandle,The Earlsfield,51.4423773,-0.1880911,27.7814457
Earlsfield,51.4424033,-0.1876937,River Wandle,Halfway House,51.4417303,-0.1872736,80.37128731
Earlsfield,51.4424033,-0.1876937,River Wandle,Halfway House,51.4417303,-0.1872736,80.37128731
Earlsfield,51.4424033,-0.1876937,River Wandle,The Country House,51.4420315,-0.1889649,97.58524519
East Finchley,51.5871881,-0.1648137,Mutton Brook,The Highgate Inn,51.5782645,-0.148846,1486.84879507
East Finchley,51.5871881,-0.1648137,Mutton Brook,The Highgate Inn,51.5782645,-0.148846,1486.84879507
East Finchley,51.5871881,-0.1648137,Mutton Brook,The Priory,51.5872491,-0.1325891,2233.42935908
East Finchley,51.5871881,-0.1648137,Mutton Brook,The Priory,51.5872491,-0.1325891,2233.42935908
East Finchley,51.5871881,-0.1648137,Mutton Brook,Maynard Arms,51.5817289,-0.1263171,2736.53735178
East India,51.5093835,-0.0021873,Bow Creek,The Tommy Flowers,51.513588,-0.0053807,517.65940731
East India,51.5093835,-0.0021873,Bow Creek,The Tommy Flowers,51.513588,-0.0053807,517.65940731
East India,51.5093835,-0.0021873,Bow Creek,Husk Brewery & Taproom,51.5133965,0.0094776,924.73944459
East India,51.5093835,-0.0021873,Bow Creek,Husk Brewery & Taproom,51.5133965,0.0094776,924.73944459
East India,51.5093835,-0.0021873,Bow Creek,BrewDog,51.5046438,-0.0146973,1016.1130911
East Putney,51.4586138,-0.2112429,River Thames,The Rocket,51.4655321,-0.2130828,780.25907459
East Putney,51.4586138,-0.2112429,River Thames,The Rocket,51.4655321,-0.2130828,780.25907459
East Putney,51.4586138,-0.2112429,River Thames,The Arab Boy,51.4628591,-0.2266975,1173.35881218
East Putney,51.4586138,-0.2112429,River Thames,The Arab Boy,51.4628591,-0.2266975,1173.35881218
East Putney,51.4586138,-0.2112429,River Thames,Kings Arms,51.4691887,-0.2100687,1179.35962453
Elephant & Castle,51.4948884,-0.1005731,River Thames,The Elephant and Castle,51.4953147,-0.0996556,79.43282901
Elephant & Castle,51.4948884,-0.1005731,River Thames,The Elephant and Castle,51.4953147,-0.0996556,79.43282901
Elephant & Castle,51.4940431,-0.0987169,River Thames,The Rosy Hue,51.4938637,-0.0973295,98.40010528
Elephant & Castle,51.4940431,-0.0987169,River Thames,The Rosy Hue,51.4938637,-0.0973295,98.40010528
Elephant & Castle,51.4948884,-0.1005731,River Thames,The Rockingham Arms,51.4958703,-0.0995924,128.73553525
Elephant & Castle,51.4948884,-0.1005731,River Thames,The Rockingham Arms,51.4958703,-0.0995924,128.73553525
Elephant & Castle,51.4940431,-0.0987169,River Thames,The Elephant and Castle,51.4953147,-0.0996556,155.77287532
Elephant & Castle,51.4940431,-0.0987169,River Thames,The Elephant and Castle,51.4953147,-0.0996556,155.77287532
Elephant & Castle,51.4940431,-0.0987169,River Thames,The Rockingham Arms,51.4958703,-0.0995924,212.18800391
Elephant & Castle,51.4948884,-0.1005731,River Thames,Prince of Wales,51.4957145,-0.1038594,246.03756541
Elverson Road,51.4685232,-0.0162072,River Ravensbourne,The Rising Sun,51.4655611,-0.0183026,360.29004675
Elverson Road,51.4685232,-0.0162072,River Ravensbourne,The Rising Sun,51.4655611,-0.0183026,360.29004675
Elverson Road,51.4685232,-0.0162072,River Ravensbourne,The Brookmill Pub,51.4708059,-0.0218807,468.95445713
Elverson Road,51.4685232,-0.0162072,River Ravensbourne,The Brookmill Pub,51.4708059,-0.0218807,468.95445713
Elverson Road,51.4685232,-0.0162072,River Ravensbourne,The George & Dragon,51.472899,-0.0151598,492.24943412
Embankment,51.5072143,-0.1222409,River Thames,The Retro Bar,51.5091024,-0.1235665,229.3426553
Embankment,51.5072143,-0.1222409,River Thames,The Retro Bar,51.5091024,-0.1235665,229.3426553
Embankment,51.5072143,-0.1222409,River Thames,Walkers of Whitehall,51.5067276,-0.1269618,332.21445283
Embankment,51.5072143,-0.1222409,River Thames,Walkers of Whitehall,51.5067276,-0.1269618,332.21445283
Embankment,51.5072143,-0.1222409,River Thames,Halfway II Heaven,51.5084752,-0.1267238,341.39591766
Essex Road,51.5407328,-0.0961859,River Fleet,The Green Man,51.5395657,-0.09727,150.06062255
Essex Road,51.5407328,-0.0961859,River Fleet,The Green Man,51.5395657,-0.09727,150.06062255
Essex Road,51.5407328,-0.0961859,River Fleet,The King's Head,51.5375887,-0.1004346,457.44985638
Essex Road,51.5407328,-0.0961859,River Fleet,The King's Head,51.5375887,-0.1004346,457.44985638
Essex Road,51.5407328,-0.0961859,River Fleet,The North Pole,51.53747,-0.091168,502.97721093
Euston,51.5282865,-0.1338745,River Fleet,The Signal Box,51.5280324,-0.1328679,75.35953683
Euston,51.5282865,-0.1338745,River Fleet,The Signal Box,51.5280324,-0.1328679,75.35953683
Euston,51.5282865,-0.1338745,River Fleet,The Captain Flinders,51.5289697,-0.1323497,130.28785213
Euston,51.5282865,-0.1338745,River Fleet,The Captain Flinders,51.5289697,-0.1323497,130.28785213
Euston,51.5282865,-0.1338745,River Fleet,Doric Arch,51.527798,-0.131988,141.75227908
Euston Square,51.5256866,-0.1355703,River Fleet,Square Tavern,51.5259074,-0.1378517,160.22654915
Euston Square,51.5256866,-0.1355703,River Fleet,Square Tavern,51.5259074,-0.1378517,160.22654915
Euston Square,51.5256866,-0.1355703,River Fleet,The Signal Box,51.5280324,-0.1328679,321.38619967
Euston Square,51.5256866,-0.1355703,River Fleet,The Signal Box,51.5280324,-0.1328679,321.38619967
Euston Square,51.5256866,-0.1355703,River Fleet,Doric Arch,51.527798,-0.131988,342.03891605
Farringdon,51.519964,-0.104555,River Fleet,The Castle,51.5202193,-0.1041739,38.81386028
Farringdon,51.519964,-0.104555,River Fleet,The Castle,51.5202193,-0.1041739,38.81386028
Farringdon,51.519964,-0.104555,River Fleet,Sports Bar & Grill,51.5204548,-0.1033955,97.25688436
Farringdon,51.519964,-0.104555,River Fleet,Sports Bar & Grill,51.5204548,-0.1033955,97.25688436
Farringdon,51.519964,-0.104555,River Fleet,Clerkenwell Social,51.5221729,-0.1032382,262.20332004
Forest Hill,51.4392419,-0.0530903,Pool River,Sylvan Post,51.4380542,-0.0546961,172.99767526
Forest Hill,51.4392419,-0.0530903,Pool River,Sylvan Post,51.4380542,-0.0546961,172.99767526
Forest Hill,51.4392419,-0.0530903,Pool River,Railway Telegraph,51.4420406,-0.0475952,492.88690266
Forest Hill,51.4392419,-0.0530903,Pool River,Railway Telegraph,51.4420406,-0.0475952,492.88690266
Forest Hill,51.4392419,-0.0530903,Pool River,The Honor Oak,51.4432329,-0.0422998,871.80868542
Fulham Broadway,51.4808834,-0.1943493,Chelsea Creek,Broadway Bar and Grill,51.4801804,-0.1956699,120.55729961
Fulham Broadway,51.4808834,-0.1943493,Chelsea Creek,Broadway Bar and Grill,51.4801804,-0.1956699,120.55729961
Fulham Broadway,51.4808834,-0.1943493,Chelsea Creek,Tommy Tucker,51.4788399,-0.1927249,253.82076973
Fulham Broadway,51.4808834,-0.1943493,Chelsea Creek,Tommy Tucker,51.4788399,-0.1927249,253.82076973
Fulham Broadway,51.4808834,-0.1943493,Chelsea Creek,Wolfpack,51.4813478,-0.1981412,268.43962902
Gloucester Road,51.4945266,-0.1837696,River Thames,Tavern Pub,51.4945303,-0.1849558,82.38123223
Gloucester Road,51.4945266,-0.1837696,River Thames,Tavern Pub,51.4945303,-0.1849558,82.38123223
Gloucester Road,51.4945266,-0.1837696,River Thames,Stanhope Arms,51.4940964,-0.1821606,121.56285736
Gloucester Road,51.4945266,-0.1837696,River Thames,Stanhope Arms,51.4940964,-0.1821606,121.56285736
Gloucester Road,51.4945266,-0.1837696,River Thames,The Duke of Clarence,51.4908911,-0.1825444,413.33109031
Golders Green,51.5723003,-0.194027,Mutton Brook,The Flask,51.5566015,-0.1772469,2098.72228227
Golders Green,51.5723003,-0.194027,Mutton Brook,The Flask,51.5566015,-0.1772469,2098.72228227
Golders Green,51.5723003,-0.194027,Mutton Brook,Lucky 7,51.5572254,-0.2148383,2212.59965455
Golders Green,51.5723003,-0.194027,Mutton Brook,Lucky 7,51.5572254,-0.2148383,2212.59965455
Golders Green,51.5723003,-0.194027,Mutton Brook,McGovern's,51.5559388,-0.2145933,2312.48231161
Goldhawk Road,51.5017564,-0.2265662,River Thames,The Shepherd and Flock,51.5021889,-0.228507,143.09740519
Goldhawk Road,51.5017564,-0.2265662,River Thames,The Shepherd and Flock,51.5021889,-0.228507,143.09740519
Goldhawk Road,51.5017564,-0.2265662,River Thames,The Richmond,51.5002698,-0.221756,372.72252053
Goldhawk Road,51.5017564,-0.2265662,River Thames,The Richmond,51.5002698,-0.221756,372.72252053
Goldhawk Road,51.5017564,-0.2265662,River Thames,The Green,51.50531,-0.2248736,412.46415504
Goodge Street,51.5205978,-0.1343573,River Fleet,The Marlborough Arms,51.5218219,-0.1337724,142.11317335
Goodge Street,51.5205978,-0.1343573,River Fleet,The Marlborough Arms,51.5218219,-0.1337724,142.11317335
Goodge Street,51.5205978,-0.1343573,River Fleet,Bricklayers Arms,51.517691,-0.1333706,330.57775039
Goodge Street,51.5205978,-0.1343573,River Fleet,Bricklayers Arms,51.517691,-0.1333706,330.57775039
Goodge Street,51.5205978,-0.1343573,River Fleet,The Grafton Arms,51.5231854,-0.138689,416.26068203
Gospel Oak,51.5554865,-0.151577,River Fleet,The Vine,51.5547125,-0.1444787,499.789723
Gospel Oak,51.5554865,-0.151577,River Fleet,The Vine,51.5547125,-0.1444787,499.789723
Gospel Oak,51.5554865,-0.151577,River Fleet,Never For Ever,51.5542384,-0.1445626,505.92837707
Gospel Oak,51.5554865,-0.151577,River Fleet,Never For Ever,51.5542384,-0.1445626,505.92837707
Gospel Oak,51.5554865,-0.151577,River Fleet,Dartmouth Arms,51.5585343,-0.1436626,645.18995077
Great Portland Street,51.5238146,-0.1437048,River Fleet,The Albany,51.523319,-0.143984,58.44548616
Great Portland Street,51.5238146,-0.1437048,River Fleet,The Albany,51.523319,-0.143984,58.44548616
Great Portland Street,51.5238146,-0.1437048,River Fleet,The Grafton Arms,51.5231854,-0.138689,355.08937273
Great Portland Street,51.5238146,-0.1437048,River Fleet,The Grafton Arms,51.5231854,-0.138689,355.08937273
Great Portland Street,51.5238146,-0.1437048,River Fleet,Stag's Head,51.5199434,-0.1432132,432.05235755
Green Park,51.5066192,-0.1429113,River Thames,Henry's Cafe Bar,51.5066718,-0.1433329,29.85112883
Green Park,51.5066192,-0.1429113,River Thames,Henry's Cafe Bar,51.5066718,-0.1433329,29.85112883
Green Park,51.5066192,-0.1429113,River Thames,The Kings Arms,51.5062952,-0.146163,228.62750381
Green Park,51.5066192,-0.1429113,River Thames,The Kings Arms,51.5062952,-0.146163,228.62750381
Green Park,51.5066192,-0.1429113,River Thames,Shepherds Tavern,51.5061405,-0.1477362,339.20403133
Greenwich,51.4781086,-0.0154152,River Ravensbourne,The Sail Loft,51.4830101,-0.0141616,552.23852026
Greenwich,51.4781086,-0.0154152,River Ravensbourne,The Sail Loft,51.4830101,-0.0141616,552.23852026
Greenwich,51.4781086,-0.0154152,River Ravensbourne,The Graduate,51.4731439,-0.0153915,552.36191229
Greenwich,51.4781086,-0.0154152,River Ravensbourne,The Spanish Galleon,51.4816772,-0.0098856,552.4532174
Greenwich,51.4781086,-0.0154152,River Ravensbourne,The Spanish Galleon,51.4816772,-0.0098856,552.4532174
Grove Park,51.4307645,0.0220245,River Quaggy,Prince Frederick,51.4158922,0.0198492,1661.54181324
Grove Park,51.4307645,0.0220245,River Quaggy,Prince Frederick,51.4158922,0.0198492,1661.54181324
Grove Park,51.4307645,0.0220245,River Quaggy,Freelands Tavern,51.4102359,0.0245727,2290.80450064
Grove Park,51.4307645,0.0220245,River Quaggy,Freelands Tavern,51.4102359,0.0245727,2290.80450064
Grove Park,51.4307645,0.0220245,River Quaggy,Red Lion,51.4099845,0.0217378,2311.99222467
Hackney Central,51.5470605,-0.0568749,River Lea,The Duke of Wellington,51.5401086,-0.0744743,1445.3188606
Hackney Central,51.5470605,-0.0568749,River Lea,The Duke of Wellington,51.5401086,-0.0744743,1445.3188606
Hackney Central,51.5470605,-0.0568749,River Lea,Yucatan Bar,51.55592,-0.0746704,1579.61520615
Hackney Central,51.5470605,-0.0568749,River Lea,Yucatan Bar,51.55592,-0.0746704,1579.61520615
Hackney Central,51.5470605,-0.0568749,River Lea,The Royal Sovereign,51.5626442,-0.0631966,1788.40484358
Hackney Downs,51.5486455,-0.060686,River Lea,Yucatan Bar,51.55592,-0.0746704,1263.28848358
Hackney Downs,51.5486455,-0.060686,River Lea,Yucatan Bar,51.55592,-0.0746704,1263.28848358
Hackney Downs,51.5486455,-0.060686,River Lea,The Duke of Wellington,51.5401086,-0.0744743,1347.99486808
Hackney Downs,51.5486455,-0.060686,River Lea,The Duke of Wellington,51.5401086,-0.0744743,1347.99486808
Hackney Downs,51.5486455,-0.060686,River Lea,The Royal Sovereign,51.5626442,-0.0631966,1567.18318119
Hackney Wick,51.5434383,-0.0241542,River Lea,Crate Brewery & Pizza,51.5429973,-0.0220788,152.11102975
Hackney Wick,51.5434383,-0.0241542,River Lea,Crate Brewery & Pizza,51.5429973,-0.0220788,152.11102975
Hackney Wick,51.5434383,-0.0241542,River Lea,Lvls,51.5405898,-0.0208404,391.52598171
Hackney Wick,51.5434383,-0.0241542,River Lea,Lvls,51.5405898,-0.0208404,391.52598171
Hackney Wick,51.5434383,-0.0241542,River Lea,Mother Kelly's E20,51.5480468,-0.0099843,1108.66917135
Hammersmith (Circle and Hammersmith & City lines),51.494109,-0.2250607,River Thames,The Hop Poles,51.4927467,-0.2257217,158.3660287
Hammersmith (Circle and Hammersmith & City lines),51.494109,-0.2250607,River Thames,The Hop Poles,51.4927467,-0.2257217,158.3660287
Hammersmith (Circle and Hammersmith & City lines),51.494109,-0.2250607,River Thames,The Craft Beer Co.,51.4916954,-0.2241818,275.38188545
Hammersmith (Circle and Hammersmith & City lines),51.494109,-0.2250607,River Thames,The Craft Beer Co.,51.4916954,-0.2241818,275.38188545
Hammersmith (Circle and Hammersmith & City lines),51.494109,-0.2250607,River Thames,The Hammersmith Ram,51.4924346,-0.2283606,295.34323921
Hammersmith (District and Piccadilly lines),51.4921398,-0.2233005,River Thames,The Craft Beer Co.,51.4916954,-0.2241818,78.68362517
Hammersmith (District and Piccadilly lines),51.4921398,-0.2233005,River Thames,The Craft Beer Co.,51.4916954,-0.2241818,78.68362517
Hammersmith (District and Piccadilly lines),51.4921398,-0.2233005,River Thames,Duke of Cornwall,51.4905527,-0.2237557,179.38500734
Hammersmith (District and Piccadilly lines),51.4921398,-0.2233005,River Thames,Duke of Cornwall,51.4905527,-0.2237557,179.38500734
Hammersmith (District and Piccadilly lines),51.4921398,-0.2233005,River Thames,The Hop Poles,51.4927467,-0.2257217,181.20733366
Haydons Road,51.4253627,-0.1883425,River Wandle,The Phoenix,51.4307605,-0.1869567,608.22524501
Haydons Road,51.4253627,-0.1883425,River Wandle,The Phoenix,51.4307605,-0.1869567,608.22524501
Haydons Road,51.4253627,-0.1883425,River Wandle,The Sultan,51.4185272,-0.1853025,789.34425877
Haydons Road,51.4253627,-0.1883425,River Wandle,The Sultan,51.4185272,-0.1853025,789.34425877
Haydons Road,51.4253627,-0.1883425,River Wandle,The Royal Standard,51.4183453,-0.178222,1051.24644002
Hendon,51.5802174,-0.2388805,Silk Stream,Claddagh Ring,51.5901278,-0.226129,1413.12419528
Hendon,51.5802174,-0.2388805,Silk Stream,Claddagh Ring,51.5901278,-0.226129,1413.12419528
Hendon,51.5802174,-0.2388805,Silk Stream,Whelan's,51.5667671,-0.233309,1545.51725597
Hendon,51.5802174,-0.2388805,Silk Stream,Whelan's,51.5667671,-0.233309,1545.51725597
Hendon,51.5802174,-0.2388805,Silk Stream,Lucky 7,51.5572254,-0.2148383,3053.2902369
Hendon Central,51.5834006,-0.2265541,River Brent,Claddagh Ring,51.5901278,-0.226129,749.04450763
Hendon Central,51.5834006,-0.2265541,River Brent,Claddagh Ring,51.5901278,-0.226129,749.04450763
Hendon Central,51.5834006,-0.2265541,River Brent,Whelan's,51.5667671,-0.233309,1908.96123897
Hendon Central,51.5834006,-0.2265541,River Brent,Whelan's,51.5667671,-0.233309,1908.96123897
Hendon Central,51.5834006,-0.2265541,River Brent,Lucky 7,51.5572254,-0.2148383,3023.3953424
Heron Quays,51.5029301,-0.0215033,River Thames,The Henry Addington,51.5043058,-0.0225667,169.9368388
Heron Quays,51.5029301,-0.0215033,River Thames,The Henry Addington,51.5043058,-0.0225667,169.9368388
Heron Quays,51.5029301,-0.0215033,River Thames,Sports Bar & Grill,51.5062159,-0.0185144,420.37013936
Heron Quays,51.5029301,-0.0215033,River Thames,Sports Bar & Grill,51.5062159,-0.0185144,420.37013936
Heron Quays,51.5029301,-0.0215033,River Thames,BrewDog,51.5046438,-0.0146973,509.58559906
Highgate,51.5776825,-0.1458316,Mutton Brook,The Highgate Inn,51.5782645,-0.148846,218.76686048
Highgate,51.5776825,-0.1458316,Mutton Brook,The Highgate Inn,51.5782645,-0.148846,218.76686048
Highgate,51.5776825,-0.1458316,Mutton Brook,Charlotte Despard,51.5683619,-0.1366167,1217.99930001
Highgate,51.5776825,-0.1458316,Mutton Brook,Charlotte Despard,51.5683619,-0.1366167,1217.99930001
Highgate,51.5776825,-0.1458316,Mutton Brook,The Priory,51.5872491,-0.1325891,1405.50454443
Hither Green,51.4515872,-0.0006473,River Quaggy,Dirty South,51.4587707,-0.003004,815.82954571
Hither Green,51.4515872,-0.0006473,River Quaggy,Dirty South,51.4587707,-0.003004,815.82954571
Hither Green,51.4515872,-0.0006473,River Quaggy,Duke of Edinburgh,51.4567562,0.0093084,899.78879687
Hither Green,51.4515872,-0.0006473,River Quaggy,Duke of Edinburgh,51.4567562,0.0093084,899.78879687
Hither Green,51.4515872,-0.0006473,River Quaggy,Old Tigers Head,51.4568581,0.0113057,1016.96186844
Holborn,51.5171149,-0.1200657,River Fleet,Ship Tavern,51.5172349,-0.1192033,61.33372814
Holborn,51.5171149,-0.1200657,River Fleet,Ship Tavern,51.5172349,-0.1192033,61.33372814
Holborn,51.5171149,-0.1200657,River Fleet,Holborn Whippet,51.5185189,-0.1216925,192.74799962
Holborn,51.5171149,-0.1200657,River Fleet,Holborn Whippet,51.5185189,-0.1216925,192.74799962
Holborn,51.5171149,-0.1200657,River Fleet,The Prince of Wales,51.5145794,-0.121732,304.8882025
Homerton,51.5470789,-0.043121,River Lea,Crate Brewery & Pizza,51.5429973,-0.0220788,1528.74510536
Homerton,51.5470789,-0.043121,River Lea,Crate Brewery & Pizza,51.5429973,-0.0220788,1528.74510536
Homerton,51.5470789,-0.043121,River Lea,Lvls,51.5405898,-0.0208404,1705.9899026
Homerton,51.5470789,-0.043121,River Lea,Lvls,51.5405898,-0.0208404,1705.9899026
Homerton,51.5470789,-0.043121,River Lea,Young Prince,51.5319557,-0.034095,1795.34302753
Honor Oak Park,51.4504605,-0.0450199,River Ravensbourne,Chandos,51.4476511,-0.0411842,410.85159439
Honor Oak Park,51.4504605,-0.0450199,River Ravensbourne,Chandos,51.4476511,-0.0411842,410.85159439
Honor Oak Park,51.4504605,-0.0450199,River Ravensbourne,General Napier,51.4455382,-0.044651,548.23971184
Honor Oak Park,51.4504605,-0.0450199,River Ravensbourne,General Napier,51.4455382,-0.044651,548.23971184
Honor Oak Park,51.4504605,-0.0450199,River Ravensbourne,The Brockley Jack,51.4534062,-0.038511,558.68028381
Imperial Wharf,51.475103,-0.1829268,Chelsea Creek,Lots Road,51.4776729,-0.1833426,287.37602357
Imperial Wharf,51.475103,-0.1829268,Chelsea Creek,Lots Road,51.4776729,-0.1833426,287.37602357
Imperial Wharf,51.475103,-0.1829268,Chelsea Creek,The Waterside,51.4727261,-0.1811598,291.55674603
Imperial Wharf,51.475103,-0.1829268,Chelsea Creek,The Waterside,51.4727261,-0.1811598,291.55674603
Imperial Wharf,51.475103,-0.1829268,Chelsea Creek,Queen Elisabeth,51.4746783,-0.1888037,411.04405267
Island Gardens,51.4880683,-0.0105052,River Thames,The Sail Loft,51.4830101,-0.0141616,617.4215383
Island Gardens,51.4880683,-0.0105052,River Thames,The Sail Loft,51.4830101,-0.0141616,617.4215383
Island Gardens,51.4880683,-0.0105052,River Thames,The Gipsy Moth,51.4822685,-0.0097961,647.14877869
Island Gardens,51.4880683,-0.0105052,River Thames,The Gipsy Moth,51.4822685,-0.0097961,647.14877869
Island Gardens,51.4880683,-0.0105052,River Thames,The Admiral Hardy,51.4819384,-0.0091343,688.61383209
Kennington,51.4882861,-0.1058829,River Thames,The Mansion House,51.489311,-0.1052036,123.40404658
Kennington,51.4882861,-0.1058829,River Thames,The Mansion House,51.489311,-0.1052036,123.40404658
Kennington,51.4882861,-0.1058829,River Thames,Royal British Legion,51.4874059,-0.10409,158.42521656
Kennington,51.4882861,-0.1058829,River Thames,Royal British Legion,51.4874059,-0.10409,158.42521656
Kennington,51.4882861,-0.1058829,River Thames,The Little Apple,51.4899576,-0.1081407,243.26183529
Kensington (Olympia),51.497437,-0.2094954,River Thames,The Beaconsfield,51.4970075,-0.2120853,186.09465749
Kensington (Olympia),51.497437,-0.2094954,River Thames,The Beaconsfield,51.4970075,-0.2120853,186.09465749
Kensington (Olympia),51.497437,-0.2094954,River Thames,The Albion,51.4944109,-0.2127554,405.71756253
Kensington (Olympia),51.497437,-0.2094954,River Thames,The Albion,51.4944109,-0.2127554,405.71756253
Kensington (Olympia),51.497437,-0.2094954,River Thames,The Richmond,51.5002698,-0.221756,907.86629179
Kent House,51.4122745,-0.045213,Pool River,BR3WERY Craft Brewing Co.,51.4099147,-0.0456995,264.7152141
Kent House,51.4122745,-0.045213,Pool River,BR3WERY Craft Brewing Co.,51.4099147,-0.0456995,264.7152141
Kent House,51.4122745,-0.045213,Pool River,Kent House Tavern,51.4164144,-0.045372,460.7223509
Kent House,51.4122745,-0.045213,Pool River,Kent House Tavern,51.4164144,-0.045372,460.7223509
Kent House,51.4122745,-0.045213,Pool River,Patrick's,51.4106029,-0.0247443,1436.20219181
Kentish Town,51.5501727,-0.1388654,River Fleet,The Pineapple,51.5529728,-0.1396355,316.08196324
Kentish Town,51.5501727,-0.1388654,River Fleet,The Pineapple,51.5529728,-0.1396355,316.08196324
Kentish Town,51.5501727,-0.1388654,River Fleet,Never For Ever,51.5542384,-0.1445626,600.64206118
Kentish Town,51.5501727,-0.1388654,River Fleet,Never For Ever,51.5542384,-0.1445626,600.64206118
Kentish Town,51.5501727,-0.1388654,River Fleet,The Vine,51.5547125,-0.1444787,637.73560954
Kentish Town West,51.5469937,-0.1467554,River Fleet,Camden Beer Hall,51.5468006,-0.1468365,22.20844374
Kentish Town West,51.5469937,-0.1467554,River Fleet,Camden Beer Hall,51.5468006,-0.1468365,22.20844374
