station_name,station_lat,station_lon,nearest_river,pub_name,pub_lat,pub_lon,distance_to_pub_m
Crayford,51.448177,0.1783894,River Cray,The Bear and Ragged Staff,51.4518527,0.1779385,410.14641893
Crayford,51.448177,0.1783894,River Cray,Penny Farthing,51.4522255,0.1784858,450.47334092
Crayford,51.448177,0.1783894,River Cray,Penny Farthing,51.4522255,0.1784858,450.47334092
Crayford,51.448177,0.1783894,River Cray,The Crayford Arms,51.4526941,0.1769785,512.03973782
Crediton,50.7833186,-3.6467418,River Yeo,The Red Deer,50.7834109,-3.6403867,448.30506046
Crediton,50.7833186,-3.6467418,River Yeo,The Red Deer,50.7834109,-3.6403867,448.30506046
Crediton,50.7833186,-3.6467418,River Yeo,Plymouth Inn,50.78857,-3.6522807,702.74240299
Crediton,50.7833186,-3.6467418,River Yeo,Plymouth Inn,50.78857,-3.6522807,702.74240299
Crediton,50.7833186,-3.6467418,River Yeo,Buccaneers,50.7892965,-3.6508426,725.16401137
Cressing,51.8519489,0.578324,River Brain,The Willows,51.8566957,0.6021452,1724.18152447
Cressing,51.8519489,0.578324,River Brain,The Willows,51.8566957,0.6021452,1724.18152447
Cressing,51.8519489,0.578324,River Brain,Royal Oak,51.877471,0.5631271,3026.52010586
Cressing,51.8519489,0.578324,River Brain,Royal Oak,51.877471,0.5631271,3026.52010586
Cressing,51.8519489,0.578324,River Brain,The Eagle,51.8804083,0.5624537,3349.92085231
Crewkerne,50.8735853,-2.7784344,River Parrett,Old Stagecoach Inn,50.8752939,-2.7789188,193.10849215
Crewkerne,50.8735853,-2.7784344,River Parrett,Old Stagecoach Inn,50.8752939,-2.7789188,193.10849215
Crewkerne,50.8735853,-2.7784344,River Parrett,The Globe,50.8706497,-2.775238,396.57701611
Crewkerne,50.8735853,-2.7784344,River Parrett,The Globe,50.8706497,-2.775238,396.57701611
Crewkerne,50.8735853,-2.7784344,River Parrett,The White Hart Inn,50.8850296,-2.794798,1716.73996705
Cricklewood,51.5587554,-0.2129746,River Brent,Lucky 7,51.5572254,-0.2148383,213.73588
Cricklewood,51.5587554,-0.2129746,River Brent,Lucky 7,51.5572254,-0.2148383,213.73588
Cricklewood,51.5587554,-0.2129746,River Brent,McGovern's,51.5559388,-0.2145933,332.87348174
Cricklewood,51.5587554,-0.2129746,River Brent,McGovern's,51.5559388,-0.2145933,332.87348174
Cricklewood,51.5587554,-0.2129746,River Brent,The Beaten Docket,51.5536653,-0.2115593,574.76273005
Crofton Park,51.4552149,-0.0366299,River Ravensbourne,LDN Beer Dispensary,51.4546705,-0.0370883,68.43802771
Crofton Park,51.4552149,-0.0366299,River Ravensbourne,LDN Beer Dispensary,51.4546705,-0.0370883,68.43802771
Crofton Park,51.4552149,-0.0366299,River Ravensbourne,Crofton Park Tavern,51.4559687,-0.03659,83.91136034
Crofton Park,51.4552149,-0.0366299,River Ravensbourne,Crofton Park Tavern,51.4559687,-0.03659,83.91136034
Crofton Park,51.4552149,-0.0366299,River Ravensbourne,The Brockley Jack,51.4534062,-0.038511,239.98042321
Crossharbour,51.4959022,-0.0144418,River Thames,The Space Bar,51.4921523,-0.0241157,790.84801039
Crossharbour,51.4959022,-0.0144418,River Thames,The Space Bar,51.4921523,-0.0241157,790.84801039
Crossharbour,51.4959022,-0.0144418,River Thames,BrewDog,51.5046438,-0.0146973,972.73333764
Crossharbour,51.4959022,-0.0144418,River Thames,BrewDog,51.5046438,-0.0146973,972.73333764
Crossharbour,51.4959022,-0.0144418,River Thames,The Henry Addington,51.5043058,-0.0225667,1092.00694108
Crosskeys,51.6207575,-3.1258367,Ebbw River,Philanthropic Inn,51.6288423,-3.1285679,919.18608397
Crosskeys,51.6207575,-3.1258367,Ebbw River,Philanthropic Inn,51.6288423,-3.1285679,919.18608397
Crosskeys,51.6207575,-3.1258367,Ebbw River,The Castle Inn,51.6297089,-3.1286192,1014.40365328
Crosskeys,51.6207575,-3.1258367,Ebbw River,The Castle Inn,51.6297089,-3.1286192,1014.40365328
Crosskeys,51.6207575,-3.1258367,Ebbw River,Darran,51.6158915,-3.1068634,1421.25538945
Crowthorne,51.3664877,-0.8192585,River Blackwater,The Bird in Hand,51.3551577,-0.8055996,1579.24445858
Crowthorne,51.3664877,-0.8192585,River Blackwater,The Bird in Hand,51.3551577,-0.8055996,1579.24445858
Crowthorne,51.3664877,-0.8192585,River Blackwater,Rose and Crown,51.3470408,-0.8099484,2258.67281935
Crowthorne,51.3664877,-0.8192585,River Blackwater,Rose and Crown,51.3470408,-0.8099484,2258.67281935
Crowthorne,51.3664877,-0.8192585,River Blackwater,Rackstraw Farm,51.3457669,-0.7860069,3267.94944917
Croxley,51.6475825,-0.4410785,River Gade,Rising Sun,51.6516528,-0.4240702,1261.29757246
Croxley,51.6475825,-0.4410785,River Gade,Rising Sun,51.6516528,-0.4240702,1261.29757246
Croxley,51.6475825,-0.4410785,River Gade,The Shamrock,51.6516662,-0.42206,1392.53418113
Croxley,51.6475825,-0.4410785,River Gade,The Shamrock,51.6516662,-0.42206,1392.53418113
Croxley,51.6475825,-0.4410785,River Gade,White Bear,51.634092,-0.4671166,2345.62611833
Culham,51.6538921,-1.2365761,River Thames,The Railway Inn,51.6534686,-1.2369398,53.42047499
Culham,51.6538921,-1.2365761,River Thames,The Railway Inn,51.6534686,-1.2369398,53.42047499
Culham,51.6538921,-1.2365761,River Thames,The Plough,51.6402263,-1.2123851,2261.74937983
Culham,51.6538921,-1.2365761,River Thames,The Plough,51.6402263,-1.2123851,2261.74937983
Culham,51.6538921,-1.2365761,River Thames,The Vine and Spice,51.6409754,-1.2098079,2344.81561633
Custom House,51.5098025,0.0272279,Bow Creek,Custom House Pub,51.5100773,0.0264883,59.76009752
Custom House,51.5098025,0.0272279,Bow Creek,Custom House Pub,51.5100773,0.0264883,59.76009752
Custom House,51.5096341,0.0259614,Bow Creek,Custom House Pub,51.5100773,0.0264883,61.39667543
Custom House,51.5096341,0.0259614,Bow Creek,Custom House Pub,51.5100773,0.0264883,61.39667543
Custom House,51.5096341,0.0259614,Bow Creek,Fox @ Excel,51.5088147,0.0255735,95.05933433
Custom House,51.5096341,0.0259614,Bow Creek,Fox @ Excel,51.5088147,0.0255735,95.05933433
Custom House,51.5098025,0.0272279,Bow Creek,Fox @ Excel,51.5088147,0.0255735,158.96774035
Custom House,51.5098025,0.0272279,Bow Creek,Fox @ Excel,51.5088147,0.0255735,158.96774035
Custom House,51.5098025,0.0272279,Bow Creek,The Windjammer,51.4994426,0.031017,1182.26546151
Custom House,51.5096341,0.0259614,Bow Creek,The Windjammer,51.4994426,0.031017,1186.9778799
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Spanish Galleon,51.4816772,-0.0098856,60.41803489
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Spanish Galleon,51.4816772,-0.0098856,60.41803489
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Gipsy Moth,51.4822685,-0.0097961,89.66807541
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Gipsy Moth,51.4822685,-0.0097961,89.66807541
Cutty Sark for Maritime Greenwich,51.4817267,-0.0107517,River Thames,The Admiral Hardy,51.4819384,-0.0091343,114.79989328
Cuxton,51.373911,0.461982,Medway,White Horse,51.3732056,0.4858983,1667.19982132
Cuxton,51.373911,0.461982,Medway,White Horse,51.3732056,0.4858983,1667.19982132
Cuxton,51.373911,0.461982,Medway,The Bounty,51.3950989,0.4601766,2360.62137919
Cuxton,51.373911,0.461982,Medway,The Bounty,51.3950989,0.4601766,2360.62137919
Cuxton,51.373911,0.461982,Medway,The Waterman's Arms,51.3509615,0.4585308,2564.54134007
Cwmbach,51.701481,-3.4147941,River Cynon,Unnamed pub,51.6880684,-3.4072096,1581.77087563
Cwmbach,51.701481,-3.4147941,River Cynon,Unnamed pub,51.6880684,-3.4072096,1581.77087563
Cwmbach,51.701481,-3.4147941,River Cynon,The Globe Inn,51.6918133,-3.4362409,1831.90596571
Cwmbach,51.701481,-3.4147941,River Cynon,The Globe Inn,51.6918133,-3.4362409,1831.90596571
Cwmbach,51.701481,-3.4147941,River Cynon,The Falcon Inn,51.6905795,-3.4349656,1848.34077039
Cwmbran,51.6570903,-3.0159856,River Lwyd,The John Fielding,51.655277,-3.0205266,373.43816921
Cwmbran,51.6570903,-3.0159856,River Lwyd,The John Fielding,51.655277,-3.0205266,373.43816921
Cwmbran,51.6570903,-3.0159856,River Lwyd,Workingmen's Club,51.6578018,-3.0264155,726.08759206
Cwmbran,51.6570903,-3.0159856,River Lwyd,Workingmen's Club,51.6578018,-3.0264155,726.08759206
Cwmbran,51.6570903,-3.0159856,River Lwyd,Oddfellows Arms,51.6610714,-3.0251241,772.06786142
Cynghordy,52.0514771,-3.7484924,Afon Bran,The Greyhound,51.9951521,-3.7963336,7075.41362385
Cynghordy,52.0514771,-3.7484924,Afon Bran,The Greyhound,51.9951521,-3.7963336,7075.41362385
Cynghordy,52.0514771,-3.7484924,Afon Bran,Croes y Ceilog Inn,51.9676344,-3.8747782,12736.54190479
Cynghordy,52.0514771,-3.7484924,Afon Bran,Croes y Ceilog Inn,51.9676344,-3.8747782,12736.54190479
Cynghordy,52.0514771,-3.7484924,Afon Bran,The Dolaucothi Arms,52.047184,-3.9612435,14603.06700823
Cyprus,51.5084776,0.0639692,River Thames,Berneliu Uzeiga - Shepherds Inn,51.5143494,0.0571765,805.70485573
Cyprus,51.5084776,0.0639692,River Thames,Berneliu Uzeiga - Shepherds Inn,51.5143494,0.0571765,805.70485573
Cyprus,51.5084776,0.0639692,River Thames,Coopers Arms,51.493609,0.0631706,1655.17772712
Cyprus,51.5084776,0.0639692,River Thames,Coopers Arms,51.493609,0.0631706,1655.17772712
Cyprus,51.5084776,0.0639692,River Thames,Prince Albert Rose's,51.4933673,0.0634517,1681.52352241
Dagenham Dock,51.5261414,0.1464225,The Gores,The Birchwood,51.497791,0.1151296,3829.94497619
Dagenham Dock,51.5261414,0.1464225,The Gores,The Birchwood,51.497791,0.1151296,3829.94497619
Dagenham Dock,51.5261414,0.1464225,The Gores,Halfway House,51.490328,0.162122,4130.92262133
Dagenham Dock,51.5261414,0.1464225,The Gores,Halfway House,51.490328,0.162122,4130.92262133
Dagenham Dock,51.5261414,0.1464225,The Gores,The Leather Bottle,51.4889555,0.1428164,4144.79673074
Dagenham East,51.544018,0.1649496,River Beam,The Havering Well,51.5658397,0.177501,2579.20769566
Dagenham East,51.544018,0.1649496,River Beam,The Havering Well,51.5658397,0.177501,2579.20769566
Dagenham East,51.544018,0.1649496,River Beam,The World's Inn,51.5757041,0.1831804,3745.2144314
Dagenham East,51.544018,0.1649496,River Beam,The World's Inn,51.5757041,0.1831804,3745.2144314
Dagenham East,51.544018,0.1649496,River Beam,Yates,51.5763481,0.1826436,3800.55120862
Dagenham Heathway,51.5415534,0.1456377,The Gores,The Eva Hart,51.5704744,0.1300529,3394.41238495
Dagenham Heathway,51.5415534,0.1456377,The Gores,The Eva Hart,51.5704744,0.1300529,3394.41238495
Dagenham Heathway,51.5415534,0.1456377,The Gores,The Havering Well,51.5658397,0.177501,3490.741059
Dagenham Heathway,51.5415534,0.1456377,The Gores,The Havering Well,51.5658397,0.177501,3490.741059
Dagenham Heathway,51.5415534,0.1456377,The Gores,The World's Inn,51.5757041,0.1831804,4606.04720313
Danescourt,51.5004014,-3.2339459,River Taff,The Railway,51.5072723,-3.2279302,871.11613204
Danescourt,51.5004014,-3.2339459,River Taff,The Railway,51.5072723,-3.2279302,871.11613204
Danescourt,51.5004014,-3.2339459,River Taff,The Heathcock,51.4965263,-3.2228032,885.7845682
Danescourt,51.5004014,-3.2339459,River Taff,The Heathcock,51.4965263,-3.2228032,885.7845682
Danescourt,51.5004014,-3.2339459,River Taff,The Royal Exchange,51.50845,-3.2304199,928.33504067
Danycoed,51.9072359,-4.3304149,Afon Gwili,The New Daries,51.8596539,-4.3131315,5426.32543548
Danycoed,51.9072359,-4.3304149,Afon Gwili,The New Daries,51.8596539,-4.3131315,5426.32543548
Danycoed,51.9072359,-4.3304149,Afon Gwili,The New Dairies,51.8587794,-4.3135285,5515.47371658
Danycoed,51.9072359,-4.3304149,Afon Gwili,The New Dairies,51.8587794,-4.3135285,5515.47371658
Danycoed,51.9072359,-4.3304149,Afon Gwili,The Mansel Arms,51.8576,-4.309756,5703.0066886
Dartford,51.4474203,0.2191164,Darent,The Growler Stop,51.4454917,0.21303,474.43213822
Dartford,51.4474203,0.2191164,Darent,The Growler Stop,51.4454917,0.21303,474.43213822
Dartford,51.4474203,0.2191164,Darent,Ivyleaf,51.4413705,0.2244757,769.33283128
Dartford,51.4474203,0.2191164,Darent,Ivyleaf,51.4413705,0.2244757,769.33283128
Dartford,51.4474203,0.2191164,Darent,Cressy Arms,51.4346017,0.2156993,1445.8106471
Datchet,51.4828971,-0.5793863,River Thames,The Black Olive,51.483641,-0.5796837,85.30391542
Datchet,51.4828971,-0.5793863,River Thames,The Black Olive,51.483641,-0.5796837,85.30391542
Datchet,51.4828971,-0.5793863,River Thames,The Royal Stag,51.4840997,-0.5785602,145.58530631
Datchet,51.4828971,-0.5793863,River Thames,The Royal Stag,51.4840997,-0.5785602,145.58530631
Datchet,51.4828971,-0.5793863,River Thames,Boatman,51.4864723,-0.606187,1903.69768209
Dawlish,50.5806101,-3.4644482,Dawlish Water,Railway Inn,50.5808369,-3.4658047,99.3360384
Dawlish,50.5806101,-3.4644482,Dawlish Water,Railway Inn,50.5808369,-3.4658047,99.3360384
Dawlish,50.5806101,-3.4644482,Dawlish Water,Dog House Inn,50.581307,-3.4661588,143.83759651
Dawlish,50.5806101,-3.4644482,Dawlish Water,Dog House Inn,50.581307,-3.4661588,143.83759651
Dawlish,50.5806101,-3.4644482,Dawlish Water,Marine Tavern,50.579526,-3.4660464,165.40080656
Dawlish Warren,50.5986475,-3.4437159,River Exe,South Devon Inn,50.5818296,-3.4667079,2480.10252449
Dawlish Warren,50.5986475,-3.4437159,River Exe,South Devon Inn,50.5818296,-3.4667079,2480.10252449
Dawlish Warren,50.5986475,-3.4437159,River Exe,Dog House Inn,50.581307,-3.4661588,2499.34540047
Dawlish Warren,50.5986475,-3.4437159,River Exe,Dog House Inn,50.581307,-3.4661588,2499.34540047
Dawlish Warren,50.5986475,-3.4437159,River Exe,The Beach,50.6169609,-3.4228589,2515.94706848
Dean,51.042415,-1.6343927,River Dun,The Hook and Glove,51.0623352,-1.680704,3931.41051586
Dean,51.042415,-1.6343927,River Dun,The Hook and Glove,51.0623352,-1.680704,3931.41051586
Dean,51.042415,-1.6343927,River Dun,Lord Nelson Arms,51.0950816,-1.6617057,6163.98464281
Dean,51.042415,-1.6343927,River Dun,Lord Nelson Arms,51.0950816,-1.6617057,6163.98464281
Dean,51.042415,-1.6343927,River Dun,Bear & Ragged Staff,51.0307907,-1.5231656,7908.18985604
Debden,51.6452814,0.083583,River Roding,Fifteen York Hill,51.6512355,0.0578517,1900.20511278
Debden,51.6452814,0.083583,River Roding,Fifteen York Hill,51.6512355,0.0578517,1900.20511278
Debden,51.6452814,0.083583,River Roding,The Hollybush,51.6457247,0.05322,2102.28037493
Debden,51.6452814,0.083583,River Roding,The Hollybush,51.6457247,0.05322,2102.28037493
Debden,51.6452814,0.083583,River Roding,Railway Bar & Grill,51.6252492,0.0462191,3414.59511951
Denham,51.5787242,-0.4975242,River Colne,The Falcon,51.5729812,-0.499482,653.21798067
Denham,51.5787242,-0.4975242,River Colne,The Falcon,51.5729812,-0.499482,653.21798067
Denham,51.5787242,-0.4975242,River Colne,Whelans,51.5476493,-0.4806061,3650.98684409
Denham,51.5787242,-0.4975242,River Colne,Whelans,51.5476493,-0.4806061,3650.98684409
Denham,51.5787242,-0.4975242,River Colne,Queen's Head,51.5459392,-0.4799811,3845.14643199
Denham Golf Club,51.5806166,-0.5181943,River Colne,The Falcon,51.5729812,-0.499482,1550.61637415
Denham Golf Club,51.5806166,-0.5181943,River Colne,The Falcon,51.5729812,-0.499482,1550.61637415
Denham Golf Club,51.5806166,-0.5181943,River Colne,Ethorpe Hotel,51.5897356,-0.5523291,2574.28162493
Denham Golf Club,51.5806166,-0.5181943,River Colne,Ethorpe Hotel,51.5897356,-0.5523291,2574.28162493
Denham Golf Club,51.5806166,-0.5181943,River Colne,The Oaks,51.6123674,-0.5105849,3571.71887363
Depot Approach,51.5042491,-0.2807018,River Thames,The Red Lion & Pineapple,51.5081822,-0.2764777,526.78193432
Depot Approach,51.5042491,-0.2807018,River Thames,The Red Lion & Pineapple,51.5081822,-0.2764777,526.78193432
Depot Approach,51.5042491,-0.2807018,River Thames,The Aeronaut,51.508471,-0.275381,597.5898637
Depot Approach,51.5042491,-0.2807018,River Thames,The Aeronaut,51.508471,-0.275381,597.5898637
Depot Approach,51.5042491,-0.2807018,River Thames,The King's Head,51.5078444,-0.2730275,666.27295745
Deptford,51.4789824,-0.0266353,River Ravensbourne,Badger Badger,51.4790338,-0.0262209,29.35183908
Deptford,51.4789824,-0.0266353,River Ravensbourne,Badger Badger,51.4790338,-0.0262209,29.35183908
Deptford,51.4789824,-0.0266353,River Ravensbourne,Jam Circus,51.4783704,-0.025882,85.877985
Deptford,51.4789824,-0.0266353,River Ravensbourne,Jam Circus,51.4783704,-0.025882,85.877985
Deptford,51.4789824,-0.0266353,River Ravensbourne,Salt Deptford,51.4780491,-0.0265975,103.86975587
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,Star And Garter,51.4749794,-0.0269866,331.78827555
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,Star And Garter,51.4749794,-0.0269866,331.78827555
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,Royal Standard,51.4736211,-0.0272475,342.63274724
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,Royal Standard,51.4736211,-0.0272475,342.63274724
Deptford Bridge,51.4741638,-0.0223933,River Ravensbourne,The Brookmill Pub,51.4708059,-0.0218807,375.28484922
Derby Road,52.0505184,1.1826954,River Orwell,The Railway,52.0525201,1.1828027,222.84741567
Derby Road,52.0505184,1.1826954,River Orwell,The Railway,52.0525201,1.1828027,222.84741567
Derby Road,52.0505184,1.1826954,River Orwell,Margaret Catchpole,52.045071,1.1720576,948.6831094
Derby Road,52.0505184,1.1826954,River Orwell,Margaret Catchpole,52.045071,1.1720576,948.6831094
Derby Road,52.0505184,1.1826954,River Orwell,The Fat Cat,52.0590476,1.1810186,955.97487794
Devonport,50.3785212,-4.1701007,Hamoaze,The Lounge,50.3765422,-4.1696942,222.02763591
Devonport,50.3785212,-4.1701007,Hamoaze,The Lounge,50.3765422,-4.1696942,222.02763591
Devonport,50.3785212,-4.1701007,Hamoaze,Indian Inn,50.3801655,-4.1669143,291.24602531
Devonport,50.3785212,-4.1701007,Hamoaze,Indian Inn,50.3801655,-4.1669143,291.24602531
Devonport,50.3785212,-4.1701007,Hamoaze,Masonic Inn,50.3806085,-4.1661786,362.95714135
Devons Road,51.5222078,-0.0172729,Bow Creek,The Galvanisers Union,51.5233491,-0.0109754,455.15467345
Devons Road,51.5222078,-0.0172729,Bow Creek,The Galvanisers Union,51.5233491,-0.0109754,455.15467345
Devons Road,51.5222078,-0.0172729,Bow Creek,The Morgan Arms,51.5278869,-0.0309851,1142.31689767
Devons Road,51.5222078,-0.0172729,Bow Creek,The Morgan Arms,51.5278869,-0.0309851,1142.31689767
Devons Road,51.5222078,-0.0172729,Bow Creek,The Tommy Flowers,51.513588,-0.0053807,1265.36074845
Digby and Sowton,50.7141806,-3.473603,River Clyst,The Dolphin,50.7095059,-3.506246,2363.54471431
Digby and Sowton,50.7141806,-3.473603,River Clyst,The Dolphin,50.7095059,-3.506246,2363.54471431
Digby and Sowton,50.7141806,-3.473603,River Clyst,The Tally Ho!,50.7031192,-3.5025077,2383.85518031
Digby and Sowton,50.7141806,-3.473603,River Clyst,The Tally Ho!,50.7031192,-3.5025077,2383.85518031
Digby and Sowton,50.7141806,-3.473603,River Clyst,the Half Moon,50.732607,-3.4923168,2438.84586857
Dinas Powys,51.4312712,-3.219067,Cadoxton River,The Star Inn,51.4337179,-3.2198869,278.1189189
Dinas Powys,51.4312712,-3.219067,Cadoxton River,The Star Inn,51.4337179,-3.2198869,278.1189189
Dinas Powys,51.4312712,-3.219067,Cadoxton River,Cross Keys,51.4342688,-3.2189591,333.5870401
Dinas Powys,51.4312712,-3.219067,Cadoxton River,Cross Keys,51.4342688,-3.2189591,333.5870401
Dinas Powys,51.4312712,-3.219067,Cadoxton River,Three Horseshoes,51.4343089,-3.2191736,338.04532031
Dinas Rhondda,51.6173914,-3.4371,Afon Rhondda Fawr,White Rock Hotel,51.6145715,-3.445878,684.17738346
Dinas Rhondda,51.6173914,-3.4371,Afon Rhondda Fawr,White Rock Hotel,51.6145715,-3.445878,684.17738346
Dinas Rhondda,51.6173914,-3.4371,Afon Rhondda Fawr,The Glamorgan,51.6076829,-3.4430216,1155.42803901
Dinas Rhondda,51.6173914,-3.4371,Afon Rhondda Fawr,The Glamorgan,51.6076829,-3.4430216,1155.42803901
Dinas Rhondda,51.6173914,-3.4371,Afon Rhondda Fawr,De Winton,51.6247285,-3.4572519,1616.85564689
Dingle Road,51.4399933,-3.1799893,River Ely,The Albion,51.4411757,-3.1751468,361.4887705
Dingle Road,51.4399933,-3.1799893,River Ely,The Albion,51.4411757,-3.1751468,361.4887705
Dingle Road,51.4399933,-3.1799893,River Ely,Saint Fagan's Castle,51.4392393,-3.1746541,380.33496321
Dingle Road,51.4399933,-3.1799893,River Ely,Saint Fagan's Castle,51.4392393,-3.1746541,380.33496321
Dingle Road,51.4399933,-3.1799893,River Ely,The Golden Lion,51.4420903,-3.1748339,427.69336697
Dockyard,50.3823684,-4.1760432,Hamoaze,Indian Inn,50.3801655,-4.1669143,694.01221421
Dockyard,50.3823684,-4.1760432,Hamoaze,Indian Inn,50.3801655,-4.1669143,694.01221421
Dockyard,50.3823684,-4.1760432,Hamoaze,Masonic Inn,50.3806085,-4.1661786,728.43628573
Dockyard,50.3823684,-4.1760432,Hamoaze,Masonic Inn,50.3806085,-4.1661786,728.43628573
Dockyard,50.3823684,-4.1760432,Hamoaze,Blockhouse Inn,50.3807192,-4.1660732,732.47857811
Doleham,50.9186255,0.6100124,River Brede,The Robin Hood,50.9152999,0.6621295,3683.65100676
Doleham,50.9186255,0.6100124,River Brede,The Robin Hood,50.9152999,0.6621295,3683.65100676
Doleham,50.9186255,0.6100124,River Brede,The Two Sawyers,50.8939166,0.6537013,4123.02309845
Doleham,50.9186255,0.6100124,River Brede,The Two Sawyers,50.8939166,0.6537013,4123.02309845
Doleham,50.9186255,0.6100124,River Brede,The Royal Oak,50.8949633,0.6682419,4868.72079881
Dollis Hill,51.5519333,-0.2390026,River Brent,Tony's,51.54892,-0.2415688,379.58031596
Dollis Hill,51.5519333,-0.2390026,River Brent,Tony's,51.54892,-0.2415688,379.58031596
Dollis Hill,51.5519333,-0.2390026,River Brent,Tiffty Tom's,51.5594154,-0.2501576,1136.45524468
Dollis Hill,51.5519333,-0.2390026,River Brent,Tiffty Tom's,51.5594154,-0.2501576,1136.45524468
Dollis Hill,51.5519333,-0.2390026,River Brent,Angie's III,51.5480318,-0.2235729,1154.94951459
Dol-y-gaer,51.8209203,-3.3682696,Taf Fechan,Quarrymans Arms,51.7725666,-3.3580026,5426.42716029
Dol-y-gaer,51.8209203,-3.3682696,Taf Fechan,Quarrymans Arms,51.7725666,-3.3580026,5426.42716029
Dol-y-gaer,51.8209203,-3.3682696,Taf Fechan,Top House,51.8076783,-3.2780583,6393.22354756
Dol-y-gaer,51.8209203,-3.3682696,Taf Fechan,Top House,51.8076783,-3.2780583,6393.22354756
Dol-y-gaer,51.8209203,-3.3682696,Taf Fechan,Tredegar Arms,51.7637356,-3.3411305,6632.37326537
Doniford Halt,51.1783525,-3.3115629,Washford River,Esplanade Club,51.1820805,-3.329609,1328.29109466
Doniford Halt,51.1783525,-3.3115629,Washford River,Esplanade Club,51.1820805,-3.329609,1328.29109466
Doniford Halt,51.1783525,-3.3115629,Washford River,West Somerset Hotel,51.181568,-3.3304694,1369.59536252
Doniford Halt,51.1783525,-3.3115629,Washford River,West Somerset Hotel,51.181568,-3.3304694,1369.59536252
Doniford Halt,51.1783525,-3.3115629,Washford River,The Bell Inn,51.1825838,-3.3309388,1434.30862925
Dorchester South,50.7091366,-2.4374501,River Frome,Victoria Hotel,50.710209,-2.4459093,609.30706713
Dorchester South,50.7091366,-2.4374501,River Frome,Victoria Hotel,50.710209,-2.4459093,609.30706713
Dorchester South,50.7091366,-2.4374501,River Frome,Brewers Arms,50.6993781,-2.504366,4850.18422054
Dorchester South,50.7091366,-2.4374501,River Frome,Brewers Arms,50.6993781,-2.504366,4850.18422054
Dorchester South,50.7091366,-2.4374501,River Frome,Black Dog,50.6769658,-2.380889,5364.72636858
Dorchester West,50.7109324,-2.4426484,River Frome,Victoria Hotel,50.710209,-2.4459093,243.98208088
Dorchester West,50.7109324,-2.4426484,River Frome,Victoria Hotel,50.710209,-2.4459093,243.98208088
Dorchester West,50.7109324,-2.4426484,River Frome,Brewers Arms,50.6993781,-2.504366,4545.35077789
Dorchester West,50.7109324,-2.4426484,River Frome,Brewers Arms,50.6993781,-2.504366,4545.35077789
Dorchester West,50.7109324,-2.4426484,River Frome,Saxon Arms,50.7424045,-2.4967464,5181.54483771
Dorking,51.2411653,-0.3241359,River Mole,Surrey Yeoman,51.2331933,-0.3289476,948.43617172
Dorking,51.2411653,-0.3241359,River Mole,Surrey Yeoman,51.2331933,-0.3289476,948.43617172
Dorking,51.2411653,-0.3241359,River Mole,The White Horse,51.2324609,-0.3302668,1058.82747418
Dorking,51.2411653,-0.3241359,River Mole,The White Horse,51.2324609,-0.3302668,1058.82747418
Dorking,51.2411653,-0.3241359,River Mole,Cobbetts Real Ales,51.2317108,-0.3359639,1337.44533186
Dorking Deepdene,51.2388155,-0.3239805,River Mole,Surrey Yeoman,51.2331933,-0.3289476,715.24578616
Dorking Deepdene,51.2388155,-0.3239805,River Mole,Surrey Yeoman,51.2331933,-0.3289476,715.24578616
Dorking Deepdene,51.2388155,-0.3239805,River Mole,The White Horse,51.2324609,-0.3302668,832.20341553
Dorking Deepdene,51.2388155,-0.3239805,River Mole,The White Horse,51.2324609,-0.3302668,832.20341553
Dorking Deepdene,51.2388155,-0.3239805,River Mole,Cobbetts Real Ales,51.2317108,-0.3359639,1151.18979598
Dorking West,51.2363548,-0.3398503,River Mole,Cobbetts Real Ales,51.2317108,-0.3359639,583.6229656
Dorking West,51.2363548,-0.3398503,River Mole,Cobbetts Real Ales,51.2317108,-0.3359639,583.6229656
Dorking West,51.2363548,-0.3398503,River Mole,The White Horse,51.2324609,-0.3302668,797.30158156
Dorking West,51.2363548,-0.3398503,River Mole,The White Horse,51.2324609,-0.3302668,797.30158156
Dorking West,51.2363548,-0.3398503,River Mole,Surrey Yeoman,51.2331933,-0.3289476,838.78222111
Dovercourt,51.9388367,1.2804944,Dovercourt Dock River,The Shipwreck,51.9573495,1.2755727,2087.46427486
Dovercourt,51.9388367,1.2804944,Dovercourt Dock River,The Shipwreck,51.9573495,1.2755727,2087.46427486
Dovercourt,51.9388367,1.2804944,Dovercourt Dock River,The Dooley,51.9598901,1.3166705,3416.74699918
Dovercourt,51.9388367,1.2804944,Dovercourt Dock River,The Dooley,51.9598901,1.3166705,3416.74699918
Dovercourt,51.9388367,1.2804944,Dovercourt Dock River,Felix Club,51.9550397,1.3328873,4028.42639778
Dover Priory,51.1259357,1.3048692,Dour,The Prince Albert,51.1274937,1.3091807,348.05955432
Dover Priory,51.1259357,1.3048692,Dour,The Prince Albert,51.1274937,1.3091807,348.05955432
